City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
102,Pedra Azul,BR,2020-06-21 04:07:23,-16.01,-41.3,56.55,98,31,2.51
103,Jaunjelgava,LV,2020-06-21 04:07:24,56.62,25.08,64.0,85,95,1.99
104,Sawakin,SD,2020-06-21 04:07:24,19.11,37.33,84.25,42,100,6.26
105,Avarua,CK,2020-06-21 03:59:37,-21.21,-159.78,73.4,64,100,9.17
106,Geraldton,AU,2020-06-21 03:58:57,-28.77,114.6,75.2,31,0,10.29
107,Coquimbo,CL,2020-06-21 04:05:20,-29.95,-71.34,53.6,93,37,6.93
108,Dikson,RU,2020-06-21 04:00:37,73.51,80.55,35.58,92,100,25.05
109,Plettenberg Bay,ZA,2020-06-21 04:07:25,-34.05,23.37,57.52,83,0,6.93
110,Moron,AR,2020-06-21 04:07:25,-34.65,-58.62,55.99,97,100,7.0
111,Cherrapunji,IN,2020-06-21 04:07:26,25.3,91.7,71.67,93,69,3.74
112,Chingirlau,KZ,2020-06-21 04:07:26,51.09,54.08,76.41,32,0,7.49
113,Lorengau,PG,2020-06-21 04:01:23,-2.02,147.27,84.65,70,17,1.12
114,Fortuna Foothills,US,2020-06-21 04:07:26,32.66,-114.41,96.8,11,1,8.05
115,Bontang,ID,2020-06-21 04:00:40,0.13,117.5,84.0,77,77,3.4
116,Burnie,AU,2020-06-21 04:00:33,-41.07,145.92,53.71,74,86,2.24
117,Ponta Do Sol,PT,2020-06-21 04:00:47,32.67,-17.1,69.8,68,40,13.87
118,Khatanga,RU,2020-06-21 04:01:08,71.97,102.5,65.12,48,77,16.17
119,Olinda,BR,2020-06-21 04:01:25,-8.01,-34.86,77.0,88,75,9.17
120,Kandi,BJ,2020-06-21 04:07:28,11.13,2.94,76.21,78,4,7.65
121,Juxtlahuaca,MX,2020-06-21 04:07:28,17.43,-99.15,73.53,80,100,4.41
122,Port Hedland,AU,2020-06-21 04:07:28,-20.32,118.57,80.6,19,0,19.46
123,Draguignan,FR,2020-06-21 04:07:29,43.53,6.47,66.2,55,2,2.24
124,Longyearbyen,SJ,2020-06-21 03:59:29,78.22,15.64,37.4,86,75,12.75
125,Airai,TL,2020-06-21 04:07:29,-8.93,125.41,72.39,61,0,4.88
126,Minot,US,2020-06-21 04:05:31,48.23,-101.3,59.0,58,1,9.17
127,Sitka,US,2020-06-21 03:58:25,57.05,-135.33,51.8,76,90,8.05
128,Lamu,KE,2020-06-21 04:07:30,-2.27,40.9,77.88,79,100,17.49
129,Komsomolskiy,UZ,2020-06-21 04:07:30,40.43,71.72,80.6,22,0,2.24
130,San Carlos De Bariloche,AR,2020-06-21 04:07:31,-41.15,-71.31,37.4,74,40,16.11
131,Beyneu,KZ,2020-06-21 04:07:31,45.32,55.2,79.47,29,84,15.28
132,Bredasdorp,ZA,2020-06-21 04:00:36,-34.53,20.04,53.6,87,0,4.88
133,Maglie,IT,2020-06-21 04:07:32,40.12,18.3,69.01,88,5,9.17
134,Arrecife,ES,2020-06-21 04:07:32,28.96,-13.55,69.8,73,20,11.41
135,Jaumave,MX,2020-06-21 04:07:32,23.42,-99.38,81.0,61,32,11.01
136,Snezhnogorsk,RU,2020-06-21 04:07:32,69.19,33.25,51.8,66,0,2.24
137,Banna,PH,2020-06-21 04:07:33,17.98,120.66,89.6,70,20,6.93
138,Trairi,BR,2020-06-21 04:04:13,-3.28,-39.27,76.08,82,2,10.07
139,Wagga Wagga,AU,2020-06-21 04:07:33,-35.12,147.37,55.4,82,75,5.82
140,Ahipara,NZ,2020-06-21 03:59:36,-35.17,173.17,59.72,81,52,10.65
141,Trelew,AR,2020-06-21 04:07:33,-43.25,-65.31,50.14,73,99,19.64
142,Qaanaaq,GL,2020-06-21 04:00:29,77.48,-69.36,37.74,74,66,6.26
143,Anuradhapura,LK,2020-06-21 04:07:34,8.36,80.42,85.8,66,100,14.92
144,Tasiilaq,GL,2020-06-21 04:00:31,65.61,-37.64,42.8,75,100,20.8
145,Tunceli,TR,2020-06-21 04:07:31,39.11,39.55,57.2,87,44,5.82
146,Corinto,GR,2020-06-21 04:07:35,37.94,22.96,75.0,53,0,3.0
147,Darnah,LY,2020-06-21 04:07:35,32.77,22.64,72.5,69,0,23.73
148,Naze,JP,2020-06-21 04:01:35,28.37,129.48,78.8,88,75,8.05
149,Pevek,RU,2020-06-21 04:01:39,69.7,170.31,44.85,71,54,5.53
150,Asau,RO,2020-06-21 04:07:36,46.43,26.4,62.01,79,100,4.47
151,Buala,SB,2020-06-21 04:07:36,-8.14,159.59,84.38,73,100,7.34
152,Mayo,US,2020-06-21 04:01:38,38.89,-76.51,72.0,83,1,4.7
153,Kondinskoye,RU,2020-06-21 04:07:36,59.65,67.41,52.14,60,11,10.18
154,Bulgan,MN,2020-06-21 04:07:36,48.81,103.53,52.97,87,100,9.19
155,Bandarbeyla,SO,2020-06-21 04:07:37,9.49,50.81,84.51,52,83,25.41
156,Boden,SE,2020-06-21 04:07:37,65.83,21.69,59.0,67,4,2.24
157,Snyder,US,2020-06-21 04:07:37,32.72,-100.92,82.4,58,1,8.05
158,Nanortalik,GL,2020-06-21 03:57:06,60.14,-45.24,39.9,83,98,8.14
159,Puerto Ayora,EC,2020-06-21 03:58:18,-0.74,-90.35,69.01,95,88,3.0
160,Pohrebyshche,UA,2020-06-21 04:07:38,49.49,29.26,64.4,93,75,6.71
161,San Andres,CO,2020-06-21 04:04:16,12.58,-81.7,84.2,83,75,11.41
162,Mildura,AU,2020-06-21 04:07:38,-34.2,142.15,53.6,81,90,13.87
163,Amahai,ID,2020-06-21 04:07:38,-3.33,128.92,82.83,74,39,12.28
164,Lompoc,US,2020-06-21 04:07:27,34.64,-120.46,57.2,87,10,9.17
165,Shahrud,IR,2020-06-21 04:07:13,36.42,54.98,82.92,14,26,6.98
166,Esperance,AU,2020-06-21 03:58:20,-33.87,121.9,55.4,66,0,13.87
167,Kaspiysk,RU,2020-06-21 04:07:39,42.88,47.64,78.8,54,95,15.66
168,Lincoln,US,2020-06-21 04:05:02,40.8,-96.67,75.2,69,1,4.7
169,Homer,US,2020-06-21 04:07:40,59.64,-151.55,55.4,58,75,4.7
170,Nesbyen,NO,2020-06-21 04:07:40,60.57,9.1,55.99,89,86,4.0
171,Ilulissat,GL,2020-06-21 04:01:30,69.22,-51.1,42.8,56,86,9.17
172,Lovozero,RU,2020-06-21 04:07:41,68.0,35.01,54.14,51,18,4.09
173,Bhuj,IN,2020-06-21 04:07:41,23.27,69.67,90.82,57,20,14.45
174,Broken Hill,AU,2020-06-21 04:07:41,-31.95,141.43,57.2,58,90,23.04
175,Tuatapere,NZ,2020-06-21 04:01:27,-46.13,167.68,45.37,75,3,2.93
176,Kamiiso,JP,2020-06-21 04:07:42,41.82,140.65,62.6,72,20,13.87
177,Qandala,SO,2020-06-21 04:07:42,11.47,49.87,90.36,54,74,2.8
178,Price,US,2020-06-21 04:07:31,39.6,-110.81,75.2,33,1,12.75
179,La Ronge,CA,2020-06-21 03:58:13,55.1,-105.28,51.8,66,90,2.24
180,Swift Current,CA,2020-06-21 04:07:43,50.28,-107.8,64.4,42,1,2.24
181,Pangoa,PE,2020-06-21 04:07:43,-12.12,-73.0,69.04,89,43,2.19
182,Kapaa,US,2020-06-21 04:00:58,22.08,-159.32,79.0,78,75,14.99
183,Mar Del Plata,AR,2020-06-21 04:00:56,-38.0,-57.56,53.01,93,100,14.54
184,Marawi,PH,2020-06-21 04:07:44,8.0,124.29,84.99,81,91,8.01
185,Salinas,US,2020-06-21 04:05:00,36.68,-121.66,59.0,82,90,13.87
186,Caravelas,BR,2020-06-21 04:07:44,-17.71,-39.25,69.71,86,1,4.14
187,Torbay,CA,2020-06-21 03:55:54,47.67,-52.73,39.0,93,5,3.36
188,Los Andes,CL,2020-06-21 04:07:45,-32.83,-70.6,50.0,93,75,4.7
189,Saint George,US,2020-06-21 04:00:16,37.1,-113.58,93.2,7,1,8.05
190,Yellowknife,CA,2020-06-21 04:00:50,62.46,-114.35,73.4,31,20,12.75
191,Narsaq,GL,2020-06-21 04:00:28,60.92,-46.05,44.6,65,69,4.7
192,Christchurch,NZ,2020-06-21 03:59:57,-43.53,172.63,50.0,81,36,11.41
193,Bend,US,2020-06-21 04:07:46,44.06,-121.32,66.0,61,78,1.01
194,Miri,MY,2020-06-21 04:07:46,4.41,114.01,82.4,88,75,3.36
195,Enshi,CN,2020-06-21 04:07:46,30.3,109.48,73.38,87,100,2.42
196,Kihei,US,2020-06-21 04:07:46,20.79,-156.47,86.0,48,40,19.46
197,Ampanihy,MG,2020-06-21 04:07:47,-24.7,44.75,66.33,71,88,3.33
198,Vestmannaeyjar,IS,2020-06-21 04:07:47,63.44,-20.27,51.03,84,100,22.32
199,Awjilah,LY,2020-06-21 04:07:47,29.11,21.29,71.78,79,0,11.56
200,Rocky Mount,US,2020-06-21 04:07:47,35.94,-77.79,68.0,94,75,1.03
201,Toora-Khem,RU,2020-06-21 04:07:47,52.47,96.11,70.41,46,45,4.61
202,Bonavista,CA,2020-06-21 04:07:48,48.65,-53.11,41.41,82,94,2.44
203,Utinga,BR,2020-06-21 04:07:48,-5.82,-35.4,73.4,100,40,4.7
204,Baoma,CN,2020-06-21 04:07:48,31.49,106.11,79.32,71,99,2.84
205,Adre,TD,2020-06-21 04:07:49,13.47,22.2,76.15,28,0,4.65
206,Klaksvik,FO,2020-06-21 03:57:01,62.23,-6.59,51.8,93,93,13.87
207,Barrow,US,2020-06-21 04:01:00,71.29,-156.79,37.4,78,20,11.41
208,Dingle,PH,2020-06-21 04:07:49,11.0,122.67,90.0,61,72,8.95
209,Asheboro,US,2020-06-21 04:07:49,35.71,-79.81,66.99,100,1,2.15
210,Sao Filipe,CV,2020-06-21 04:07:50,14.9,-24.5,74.95,80,2,7.63
211,Goderich,CA,2020-06-21 04:01:44,43.75,-81.72,71.01,64,91,9.98
212,Clyde River,CA,2020-06-21 04:07:50,70.47,-68.59,35.6,93,1,2.24
213,Bengkulu,ID,2020-06-21 04:00:15,-3.8,102.27,84.31,65,100,1.9
214,Saint-Augustin,CA,2020-06-21 03:58:43,51.23,-58.65,42.28,77,87,8.5
215,Rio Grande,BR,2020-06-21 03:59:53,-32.03,-52.1,62.01,99,82,1.01
216,Chokwe,MZ,2020-06-21 04:07:51,-24.53,32.98,57.61,95,0,2.55
217,Berlevag,NO,2020-06-21 04:07:51,70.86,29.09,49.17,67,25,1.7
218,Elat,IL,2020-06-21 04:07:51,29.56,34.95,75.2,53,0,4.72
219,Ambilobe,MG,2020-06-21 04:00:49,-13.2,49.05,72.14,87,3,3.29
220,Iqaluit,CA,2020-06-21 04:00:12,63.75,-68.51,37.4,86,90,3.36
221,Port Blair,IN,2020-06-21 04:07:52,11.67,92.75,85.19,75,100,11.68
222,Salalah,OM,2020-06-21 04:06:43,17.02,54.09,84.2,83,75,3.36
223,Roald,NO,2020-06-21 04:00:27,62.58,6.13,62.01,87,94,6.93
224,Pueblo,US,2020-06-21 04:07:53,38.25,-104.61,78.8,24,1,8.05
225,Montepuez,MZ,2020-06-21 04:07:53,-13.13,39.0,59.74,89,29,9.28
226,Ancud,CL,2020-06-21 04:00:44,-41.87,-73.82,42.01,100,1,5.82
227,Norman Wells,CA,2020-06-21 04:01:43,65.28,-126.83,60.8,93,90,10.29
228,Pangnirtung,CA,2020-06-21 04:07:54,66.15,-65.71,40.8,69,0,1.72
229,Vakhrushev,RU,2020-06-21 04:07:54,48.98,142.97,48.6,85,41,12.21
230,Williamsport,US,2020-06-21 04:07:30,41.24,-77.0,71.6,73,1,5.82
231,Road Town,VG,2020-06-21 04:04:02,18.42,-64.62,84.2,74,20,13.87
232,Waipawa,NZ,2020-06-21 04:07:55,-41.41,175.52,51.01,73,100,3.0
233,Lanxi,CN,2020-06-21 04:07:55,29.22,119.48,78.19,87,100,3.56
234,Cockburn Town,TC,2020-06-21 04:07:55,21.46,-71.14,82.51,82,39,19.86
235,Virginia Beach,US,2020-06-21 04:07:55,36.85,-75.98,70.0,93,90,4.18
236,Nanning,CN,2020-06-21 04:07:56,22.82,108.32,89.6,70,40,8.95
237,Chara,RU,2020-06-21 04:07:56,56.91,118.26,66.87,41,83,5.26
238,Emba,KZ,2020-06-21 04:07:56,48.83,58.14,76.14,19,33,9.48
239,Brenham,US,2020-06-21 04:07:56,30.17,-96.4,80.6,83,90,4.7
240,Harlingen,US,2020-06-21 04:07:57,26.19,-97.7,81.0,83,1,6.93
241,Zhangjiakou,CN,2020-06-21 04:00:57,40.81,114.88,87.3,34,0,6.6
242,Kushiro,JP,2020-06-21 04:07:57,42.98,144.37,59.0,72,75,6.93
243,Tiksi,RU,2020-06-21 03:58:39,71.69,128.87,68.05,35,0,9.22
244,Talnakh,RU,2020-06-21 04:01:51,69.49,88.4,48.2,70,75,20.13
245,Half Moon Bay,US,2020-06-21 04:07:58,37.46,-122.43,64.0,100,90,4.7
246,Lakhdenpokhya,RU,2020-06-21 04:07:58,61.52,30.2,57.0,68,0,6.64
247,Souillac,MU,2020-06-21 04:07:58,-20.52,57.52,68.0,88,75,14.99
248,Taksimo,RU,2020-06-21 04:07:59,56.34,114.88,74.03,36,56,2.8
249,Kodinsk,RU,2020-06-21 04:07:59,58.69,99.18,80.49,33,37,6.64
250,Vila Velha,BR,2020-06-21 04:07:59,-20.33,-40.29,71.6,83,0,6.93
251,Jiuquan,CN,2020-06-21 04:07:59,39.74,98.52,67.96,48,100,11.79
252,Qaqortoq,GL,2020-06-21 04:08:00,60.72,-46.03,44.6,65,76,4.7
253,Palu,ID,2020-06-21 04:08:00,-0.89,119.87,85.28,66,99,0.58
254,Bambous Virieux,MU,2020-06-21 04:01:25,-20.34,57.76,71.01,88,75,14.99
255,Kuching,MY,2020-06-21 04:05:59,1.55,110.33,87.8,74,40,2.24
256,Bethanien,NA,2020-06-21 04:08:01,-26.5,17.16,47.52,51,12,1.05
257,Kaitangata,NZ,2020-06-21 04:01:15,-46.28,169.85,46.99,67,31,7.0
258,Skjervoy,NO,2020-06-21 04:08:01,70.03,20.97,49.5,75,0,2.98
259,Hamilton,US,2020-06-21 03:57:55,39.18,-84.53,77.0,83,1,4.59
260,Mosquera,CO,2020-06-21 04:08:02,4.71,-74.23,53.6,87,75,6.93
261,Upernavik,GL,2020-06-21 04:00:36,72.79,-56.15,38.7,76,0,8.16
262,Saldanha,ZA,2020-06-21 03:58:57,-33.01,17.94,57.2,93,0,9.17
263,Amstetten,AT,2020-06-21 04:08:02,48.12,14.87,59.0,87,40,6.93
264,Kirakira,SB,2020-06-21 04:01:01,-10.45,161.92,83.93,71,96,10.47
265,Sayat,TM,2020-06-21 04:08:03,38.78,63.88,80.6,28,0,11.41
266,Mount Isa,AU,2020-06-21 04:08:03,-20.73,139.5,75.2,27,0,14.99
267,Daru,PG,2020-06-21 04:08:04,-9.08,143.21,80.71,79,33,12.75
268,Kahului,US,2020-06-21 04:01:14,20.89,-156.47,86.0,48,40,19.46
269,Marsh Harbour,BS,2020-06-21 04:05:14,26.54,-77.06,80.51,81,64,6.67
270,Buin,CL,2020-06-21 04:08:05,-33.73,-70.75,50.0,93,75,4.7
271,Xiuyan,CN,2020-06-21 04:08:05,40.29,123.27,81.05,57,22,12.91
272,Kailua,US,2020-06-21 04:06:31,21.4,-157.74,82.4,65,75,12.75
273,Aykhal,RU,2020-06-21 04:07:53,66.0,111.5,77.0,29,40,4.47
274,Tammisaari,FI,2020-06-21 04:08:05,59.97,23.43,59.0,75,0,1.01
275,Datong,CN,2020-06-21 04:08:06,40.09,113.29,85.71,32,0,6.44
276,La Rioja,ES,2020-06-21 04:08:06,42.25,-2.5,59.0,87,94,2.24
277,Erdaojiang,CN,2020-06-21 04:08:06,41.78,126.03,79.59,53,29,14.61
278,Neiafu,TO,2020-06-21 04:08:07,-18.65,-173.98,78.8,83,75,14.99
279,Nikolskoye,RU,2020-06-21 04:00:34,59.7,30.79,57.2,62,0,11.18
280,Odweyne,SO,2020-06-21 04:08:07,9.41,45.06,73.96,58,44,19.86
281,Severo-Kurilsk,RU,2020-06-21 03:58:44,50.68,156.12,43.68,88,100,19.89
282,Mitsamiouli,KM,2020-06-21 04:08:07,-11.38,43.28,75.96,86,100,18.86
283,Ordu,TR,2020-06-21 04:07:31,40.91,37.68,66.2,93,20,3.36
284,Pacocha,PE,2020-06-21 04:08:08,-17.58,-71.33,59.58,82,40,5.64
285,Muros,ES,2020-06-21 04:08:08,42.78,-9.06,64.0,89,89,5.01
286,Port Augusta,AU,2020-06-21 04:08:09,-32.5,137.77,60.8,55,17,16.11
287,Madison Heights,US,2020-06-21 04:08:09,42.49,-83.11,80.01,47,75,3.36
288,Rezh,RU,2020-06-21 04:08:09,57.37,61.4,51.87,53,0,9.57
289,Petropavlovsk-Kamchatskiy,RU,2020-06-21 04:01:52,53.05,158.65,53.6,71,100,15.66
290,Nyurba,RU,2020-06-21 04:08:10,63.28,118.33,84.58,32,18,3.53
291,Takhtamygda,RU,2020-06-21 04:08:10,54.1,123.57,59.38,79,77,9.66
292,Constitucion,CL,2020-06-21 04:08:10,-35.33,-72.42,51.76,86,10,2.59
293,Porto Novo,BJ,2020-06-21 04:08:11,6.5,2.6,75.81,91,80,4.07
294,Synya,RU,2020-06-21 04:08:11,65.37,58.04,50.9,73,100,11.03
295,Luderitz,NA,2020-06-21 04:01:07,-26.65,15.16,60.8,55,0,6.93
296,Malanje,AO,2020-06-21 04:08:11,-9.54,16.34,50.72,47,0,2.17
297,Magistralnyy,RU,2020-06-21 04:08:11,56.17,107.45,77.77,34,0,6.46
298,Dunedin,NZ,2020-06-21 03:59:40,-45.87,170.5,46.99,75,93,21.0
299,Leningradskiy,RU,2020-06-21 04:01:19,69.38,178.42,53.31,53,31,11.43
300,Wanaka,NZ,2020-06-21 04:08:12,-44.7,169.15,39.0,82,0,1.01
301,Chambery,FR,2020-06-21 04:08:12,45.57,5.93,51.8,93,6,2.24
302,Sur,OM,2020-06-21 04:04:28,22.57,59.53,91.98,51,29,6.69
303,San Ramon,US,2020-06-21 04:07:07,37.78,-121.98,66.2,63,1,11.41
304,Koundara,GN,2020-06-21 04:08:13,12.48,-13.3,74.89,90,100,2.35
305,Antofagasta,CL,2020-06-21 04:00:12,-23.65,-70.4,57.2,76,90,4.7
306,Iquitos,PE,2020-06-21 04:08:13,-3.75,-73.25,71.56,97,48,0.34
307,Statesboro,US,2020-06-21 04:08:14,32.45,-81.78,77.0,83,1,5.64
