City_ID,City,Country,Max Temp,Lat,Lng,Hotel Name
244,Guerrero Negro,MX,62.51,27.98,-114.06,"Casa Laguna, Bed & Breakfast"
245,Mamakan,RU,79.29,57.82,114.0,
247,Koutiala,ML,83.14,12.39,-5.46,Hotel Campement Poule Verte
248,La Ronge,CA,50.0,55.1,-105.28,Northland Motor Hotel
249,Beloha,MG,67.86,-25.17,45.05,
250,Ola,RU,58.33,59.58,151.28,
251,Launceston,AU,52.0,-41.45,147.17,Hotel Grand Chancellor Launceston
253,Taltal,CL,56.53,-25.4,-70.48,Residencial Karime
254,Husavik,IS,53.6,66.04,-17.34,Bjarnabúð
255,Sao Felix Do Xingu,BR,68.61,-6.64,-51.99,Apart Hotel Rio Xingu
257,Ashland,US,69.8,40.82,-82.27,Holiday Inn Express & Suites Ashland
258,Butembo,CD,58.37,0.15,29.28,Hotel Butembo
259,Beyneu,KZ,89.46,45.32,55.2,NUR
260,Tynda,RU,60.26,55.17,124.72,Medis
263,San Andres,CO,82.4,12.58,-81.7,Hotel Arena Blanca
264,Fereydun Kenar,IR,86.0,36.69,52.52,Khezer Shahr Tourist Hotel
265,Kenai,US,57.2,60.55,-151.26,Aspen Extended Stay Suites
266,Burns Lake,CA,50.63,54.23,-125.75,Burns Lake Bed and Breakfast
269,Chicama,PE,63.09,-7.84,-79.15,Hospedaje Punta Cana PERU
270,Olds,CA,59.0,51.78,-114.1,Motel8
271,Bodden Town,KY,82.99,19.28,-81.25,Will T Place
273,Lemon Tree Passage,AU,61.0,-32.73,152.04,BIG4 Koala Shores Port Stephens Holiday Park
274,Abbeville,FR,55.99,50.1,1.83,Hôtel Mercure Abbeville Centre - Porte de la Baie de Somme
278,Egvekinot,RU,61.9,66.32,-179.17,
279,Saint George,US,86.0,37.1,-113.58,Best Western Plus Abbey Inn
281,Linhares,BR,63.61,-19.39,-40.07,Hotel Conceição
282,Normandin,CA,77.0,48.83,-72.53,Chambres MB Normandin (Lac St -Jean)
283,Pozhva,RU,52.57,59.09,56.08,
284,Bolatice,CZ,62.01,49.95,18.08,Face-off Arena
285,Lazaro Cardenas,MX,81.61,17.96,-102.2,Hotel Quinta Antigua
286,Hervey Bay,AU,73.0,-25.3,152.85,Shelly Bay Resort
287,Barinas,VE,73.35,8.62,-70.21,Hotel Suites Mastranto
288,Singaraja,ID,85.42,-8.11,115.09,Puri Bagus Lovina Resort
289,Hasaki,JP,68.0,35.73,140.83,Inubosaki Kanko Hotel
290,Winnemucca,US,75.99,40.97,-117.74,Winners Inn Casino
291,Port Said,EG,72.7,31.26,32.28,Aracan Hotel
292,Nakatsugawa,JP,78.8,35.48,137.5,Plaza Hotel Sakae
293,Bambous Virieux,MU,73.4,-20.34,57.76,Casa Tia Villa
295,Korla,CN,82.58,41.76,86.15,Gulisitan Hotel
296,Phan Thiet,VN,86.22,10.93,108.1,Hotel Saigon-PT
297,Saint Anthony,US,64.99,45.02,-93.22,Holiday Inn Express Roseville-St. Paul
298,Aneho,TG,77.0,6.23,1.6,Hotel La Linette
300,Klaksvik,FO,50.0,62.23,-6.59,Airbnb rooms
302,Sao Joao Da Barra,BR,70.29,-21.64,-41.05,Pousada Porto De Canoas
304,Dubbo,AU,51.8,-32.25,148.62,Comfort Inn Blue Lagoon
305,Bandarbeyla,SO,87.69,9.49,50.81,REER XOOSHLE GROUP
307,Deputatskiy,RU,82.54,69.3,139.9,Baza Otdykha
308,Ambilobe,MG,77.97,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
310,Kefamenanu,ID,79.61,-9.45,124.48,PAULUS TAITOH
312,Coquimbo,CL,51.8,-29.95,-71.34,Hotel San Juan
313,Barranca,PE,61.2,-10.75,-77.77,El Olivar Hospedaje
314,Sabang,ID,81.93,5.89,95.32,Hotel Citra
315,Porbandar,IN,84.2,21.64,69.61,Lords Inn Porbandar
316,Tsurib,RU,63.41,42.24,46.83,
317,Mega,ET,59.41,4.05,38.3,Amanuel Guest House
318,Jinchang,CN,74.44,38.5,102.17,Mingshihui Jinchang International Hotel
320,Koslan,RU,51.13,63.46,48.9,
